text,label
"In 1979, the Southwestern Power Administration, a federal regulatory body acting on behalf of the Secretary of Energy, increased the cost of electricity generated by federally owned dams under its control. The price hike was initially implemented on an interim basis, and three years later, after furher review, the new rates were made permanent. A group of cities that purchased power from the dams filed suit to recover the extra fees it had paid before the interim rates were made final, claiming that Section 5 of the Flood Control Act of 1944 prohibited the imposition of interim fees. The Act stated that new rates would ""become effective upon confirmation and approval by the Secretary (of Energy)."" The cities asserted that the rates, while in their interim phase, had not yet received ""confirmation and approval"" from the Secretary and could therefore not be legally implemented. The Court of Claims sided with the cities, holding that the new rates could only be charged once they received final approval from the Secretary. The Court of Appeals for the Federal Circuit affirmed.",1
"Larry Witters attended the Inland Empire School for the Blind, seeking to become a pastor, missionary, or youth director. Inland Empire was a non-denominational Christian school supported by donations and tuition payments. Witters suffered from a progressive eye condition, which rendered him legally blind under Washington law. Witters applied to Washington’s Commission for the Blind to participate in its vocational rehabilitation program, funded by approximately eighty percent federal funds and twenty percent state funds. The commission, however, had previously adopted a policy statement forbidding the use of public funds to assist an individual in pursuing a career or degree in theology or related areas, based on Washington’s constitution. The commission denied Witters’ application because his vocational objective was to become a pastor, viewing this as falling within the areas related to theology. A state hearings examiner upheld the commission’s ruling, also citing Washington’s constitution. A Washington district court upheld the decision for the reasons given by the hearings examiner. On appeal, the Supreme Court of Washington upheld the decision, but declined to base its ruling on the Washington Constitution. Instead, it reserved judgment on the state constitutional issue and determined that the First Amendment’s Establishment Clause required the commission to deny Witters’ application. Using the three-part test established by the Court in Lemon v. Kurtzman , it held that approving his application would have the primary effect of advancing religion.",1
"Ethlyn Hall, an elderly landowner in the Virgin Islands, filed suit against her son when she grew dissatisfied with his actions as her attorney. After Ethlyn passed away, one of her daughters, Elsa Hall, served as personal representative of the estate (the “Estate”) and continued to press Ethlyn’s claims against Samuel. Samuel brought claims of his own against Elsa in a separate proceeding. He argued that Elsa had poisoned his relationship with his mother, which caused him serious emotional distress. The Estate’s claims and Samuel’s claims were consolidated and tried together. A jury rejected the Estate’s claims and rendered a two million dollar verdict in Samuel’s favor. The District Court entered separate judgments on both aspects of the jury’s decision. The Estate appealed the judgment with respect to its claims, but did not appeal the judgment in favor of Samuel because the district court vacated the jury verdict and his claims were still awaiting retrial. Samuel argue that the appellate court does not have jurisdiction over this appeal while his claims were still pending in the district court, and the Third Circuit agreed. The Third Circuit relied on its binding precedent in Bergman v. City of Atlantic City , which held that when two cases have been consolidated for all purposes, a final decision on one set of claims is generally not appealable while the second set remains pending. The Estate argues that the Supreme Court’s decision in Gelboim v. Bank of America Corp. affirming the appealability of final judgment in a case that was part of a multi-district litigation should dictate the outcome of the case and permit the exercise of jurisdiction over the claims that have a final judgment.",1
"The United States brought an antitrust action against Arnold, Schwinn & Co. and its distributor Schwinn Cycle Distributors Association. Arnold only allowed distributors to sell its products to approved dealers. The United States complaint attached this practice as an unlawful restraint on trade. The district court held that this practice was unlawful as to sales from distributors to dealers, but allowed for sales directly from Arnold to dealers. The Supreme Court heard this case on direct appeal",1
"The Bloomingdale, Illinois Police Department received an anonymous tip that Lance and Susan Gates were selling drugs out of their home. After observing the Gates's drug smuggling operation in action, police obtained a warrant and upon searching the suspects' car and home uncovered large quantities of marijuana, other contraband, and weapons.",1
"On the night of October 10, 1960, Internal Revenue Service agents, along with a state patrol officer, went to the site of the ""Apinook Mill"" in Jarrett City, Connecticut. Agents gained entrance to the grounds, smelled the distinctive odor of ground mash indicating the presence of a still, and visually confirmed the presence of a column still in building 9A. The federal agents then applied for a warrant, after noting that the Treasury Department had not registered the still in question. The warrant was granted on October 11th. On October 13th, federal agents entered building 9A by force after demanding entry and hearing no reply. They discovered an operating still inside, and found Frank Romano and John Ottiano standing nearby. Ottiano had the key to the facility on his person. Romano stated that he had been at the site for four days and claimed not to know how long the operation had existed. Section 5601(b)(1) of the Excise Tax Technical Changes Act of 1958 (""ETTCA""), established a presumption of guilt for anyone shown to be at the place or site of an unregistered still. Section 5601(b)(1) was an amendment to Section 5601(a)(1), which defines the crime of possessing an unregistered still. The United States charged Romano and Ottiano with three counts: possession of an illegal still, the illegal production of distilled spirits, and conspiracy to produce distilled spirits. Judge T. Emmet Clarie instructed the jury with a verbatim reading of the relevant provisions of the ETTCA. The jury found both men guilty of all counts. The court sentenced Romano and Ottiano to concurrent sentences on all three counts and fined them for possession of the unregistered still. Chief Judge J. Edward Lumbard of the U.S. Court of Appeals, Second Circuit, reversed the sentences for possession and illegal production of spirits. He held that the trial court's application of Section 5601(b)(1) was an unconstitutional violation of Romano and Ottiano's Fifth Amendment due process rights. He reasoned that the inference of possession did not necessarily follow from a defendant's presence, given that the defendant could be a purchaser of the product or simply a visitor to the site.",0
"Plaintiffs were investors in several mutual funds managed by Harris Associates. They filed suit in an Illinois federal district court arguing Harris' fees were too high and thus violated Section 36(b) of the Investment Company Act of 1940. The district court dismissed the case. On appeal, the U.S. Court of Appeals for the Seventh Circuit affirmed. The court held that Section 36(b) did not permit judicial regulation of mutual fund management fees. It acknowledged that management had a fiduciary duty to investors, but that did not imply judicial regulation of management's fees was appropriate. Rather, the court stated that market forces were best able to determine the appropriateness of fees.",1
The Endangered Species Act of 1973 (S7(a)(2)) required federal agencies to consult with the Secretary of the Interior to ensure that any authorized actions did not jeopardize endangered or threatened species or critically destroy natural habitats. A 1986 amendment to the act limited it scope to actions in the United States or on the high seas. Defenders of Wildlife and other organizations dedicated to wildlife conservation filed an action seeking a declaratory judgment that the new amendment erred by providing for a geographic limit on the original law.,1
"In 1959, Veron Atchley was convicted of murdering his wife by shooting her six times. The star witness at trial was Atchley’s insurance agent. The agent met with Atchley after his arrest to talk about the life insurance policy on his wife. During this conversation Atchley admitted to lying in wait for his wife with a gun, but said that the shooting was an accident. After notifying police, the insurance agent returned with a hidden recording device. Atchley made the same admission. Over Atchley’s objection the tape was admitted at trial. The Supreme Court of California affirmed the conviction. Atchley then sought habeus corpus relief in the U.S. District Court for the Northern District of California, arguing that the tape was an unconstitutional involuntary confession. The district court agreed, ordering a new hearing on the issue of voluntariness. The district court held that the trial could not have reliably determined whether the confession was voluntary. The U.S. Court of Appeals for the Ninth Circuit affirmed.",1
"On January 29, 1994, around 1:00 a.m., nine-year-old Jane Doe was raped in the bedroom of her trailer in Carlin, Nevada. Troy Brown and his brother Travis lived in the same trailer park as Jane Doe. Their brother Trent and his wife lived in a trailer across the street from Jane Doe's trailer. Both Troy and Trent were acquainted with Jane Doe's family, but Jane did not know Travis. That night, Troy drank at least ten shots of vodka followed by beer chasers; he was so drunk that he vomited on himself after leaving a bar at 12:15 a.m. Two witnesses saw a man stumbling between the Browns' trailer and that of Jane Doe's family around 1:00 a.m. Jane Doe called her mother to report the rape at approximately 1:00 a.m.; according to Troy, he returned to his trailer from the bar at approximately 1:30 a.m, theoretically giving him enough time to assault Jane Doe. Troy Brown was arrested and charged with two counts of sexual assault on a child, attempted murder, and abuse and neglect of a child resulting in substantial mental harm. There was a large amount of conflicting evidence drawn from Jane Doe's testimony and from the crime scene itself. Most relevantly, the state's expert tested semen taken from Jane Doe's underwear. She determined that the DNA matched Troy's and testified that the probability it belonged to another person from the general population was 1 in 3,000,000. Troy Brown's family tested the semen independently and found a random match probability of 1 in 10,000, but this was not introduced into evidence at trial. The jury found Troy Brown guilty of sexual assault and abuse and neglect of a child and sentenced him to life in prison with the possibility of parole after 10 years. On appeal, Brown argued that double jeopardy barred the duplication of sexual assault charges, that the DNA evidence was improperly admitted, and that the evidence was insufficient to sustain his conviction. The Nevada Supreme Court vacated the charge for abuse and neglect and remanded to the trial court for sentencing. The trial court again sentenced Brown to life in prison. His petition for post-conviction relief was denied. On appeal to the district court, Brown claimed that the state's evidence was legally insufficient to prove his guilt beyond a reasonable doubt, using the habeas corpus review developed by the Court in Jackson v. Virginia . Brown submitted a report prepared by Laurence Mueller, a professor in ecology and evolutionary biology (""Mueller report""). The Mueller Report suggested that the prosecution's random match probability gave an improper impression that the likelihood of Troy Brown's innocence was also 1 in 3,000,000. It also questioned the state expert's testimony on the probability that one of Troy Brown's brothers would match the DNA sample, arguing that the likelihood of a match to one of Troy's brothers was as high as 1 in 66. The district court supplemented the record with the Mueller Report, as it was not presented to any state court. The district court then set aside the state's DNA testimony as unreliable and held that no rational jury could find guilt beyond a reasonable doubt. The U.S. Court of Appeals, Ninth Circuit, affirmed the district court's ruling in a divided decision. It held that the district court did not abuse its discretion by supplementing the record with the Mueller report and that the admission of the state's DNA evidence was a due process violation and a violation of federal law.",1
"Serafim Karalexis owned and operated a movie theater in Boston that was showing a movie entitled “I am Curious (Yellow).” The film was produced in Sweden and is about a girl’s search for identity and her relationship to the contemporary social and political problems of the time. During the course of the film, she takes a lover, and the film shows their explicit sex scenes, including scenes of oral sex. Suffolk County District Attorney Garrett H. Byrne determined that the film was obscene because it appealed to a “prurient interest in sex,” was offensive to community moral standards, and had no redeeming social value. He charged Karalexis with violating a state statute that prohibits the exhibition of obscene films. Karalexis sought an injunction in district court in order to prevent this prosecution and future ones under a law that he argued violated the First Amendment protection afforded to such films..The district court held that the law was likely unconstitutional and granted the injunction.",1
"The Legal Services Corporation Act authorizes the Legal Services Corporation (LSC) to distribute funds, appropriated by Congress, to local grantee organizations, which provide free legal assistance to indigent clients in welfare benefits claims. The Omnibus Consolidated Rescissions and Appropriations Act of 1996 prohibited the LSC from funding any organization that represented clients in an effort to amend or challenge existing welfare law, among other things. The prohibition was such that grantees could not continue representation in a welfare matter even where a constitutional or statutory validity challenge became apparent after representation was well under way. LSC grantee lawyers and others filed suit to have the restriction declared unconstitutional. The District Court denied a preliminary injunction. However, the Court of Appeals invalidated the restriction, concluding that it was impermissible viewpoint discrimination that violated the First Amendment.",0
"Elenea Marx defaulted on her student loans. In September 2008, her guarantor, EdFund, a division of the California Student Aid Commission, hired the General Revenue Corporation (""GRC"") to collect on the account. That same month, a GRC agent faxed Marx's employer a form displaying basic contact information for GRC. It also left blanks for the employer to fill in information about the employee's employment status and other related information. The Fair Debt Collection Practices Act (""FDCPA"") prohibited communications with third parties in connection with the collection of debt. It also allowed courts to award costs to prevailing defendants in actions brought in bad faith and for the purpose of harassment. Rule 54(d) of the Federal Rules of Civil Procedure, however, prevented courts from awarding courts if a statute provided otherwise. Marx sued GRC in October 2008, alleging abusive and threatening phone calls in violation of the FDCPA. She amended her complaint in March 2009 to add a claim that GRC violated the FDCPA by sending the fax to her workplace to request employment information. The district court dismissed her complaint, holding that the fax was not a ""communication"" within the meaning of the act, and ordering Marx to pay court costs. The United States Court of Appeals, Tenth Circuit, affirmed with one dissent, holding that the fax was not a communication. The Tenth Circuit also held that the act did not prevent courts from awarding costs to prevailing defendants. Marx's petition for an en banc rehearing was denied.",0
"City Federal Savings Bank (City Federal) lost a significant amount of its clients' money because of negligent investing by employee John Atherton. The client, Resolution Trust Corporation (RTC), sued Atherton under state law for ""gross negligence,"" ""simple negligence,"" and ""breach of fiduciary duty."" A three-judge District Court held that Atherton could only be sued for gross negligence, because the more lenient ""gross negligence"" standard for negligent conduct set by federal statutory law annulled stricter standards set by state law. The U.S. Appeals Court for the Third Circuit reversed the decision, and held that federal statutes only ensured a minimum standard of ""gross negligence."" The stricter state standards still applied. On appeal to the Supreme Court, the Federal Deposit Insurance Corporation (FDIC), petitioning on behalf of RTC, argued that federal common law should set a uniform standard of negligent conduct for all employees at federally chartered banks. According to FDIC, allowing state statutes to regulate federally chartered banks would contradict the federal charter system's purpose of upholding federal common law. The Supreme Court was asked to decide which law applied to Atherton: state law, federal common law, or federal statutory law.",0
"T.L.O. was a high school student. School officials searched her purse suspecting she had cigarettes. The officials discovered cigarettes, a small amount of marijuana, and a list containing the names of students who owed T.L.O. money. T.L.O. was charged with possession of marijuana. Before trial, T.L.O. moved to suppress evidence discovered in the search, but the Court denied her motion. The Juvenile and Domestic Relations Court of New Jersey, Middlesex County found her guilty and sentenced her to probation for one year. On appeal, the Superior Court of New Jersey, Appellate Division affirmed the denial of the motion to suppress evidence. The New Jersey Supreme Court reversed, holding that the exclusionary rule of the Fourth Amendment applies to searches and seizures conducted by school officials in public schools.",1
"Juli Pollitt sued Health Care Service Corp. (""HCSC"") in an Illinois state court for ""bad-faith conduct"" and HCSC removed the case to an Illinois federal district court. Ms. Pollitt is a federal employee and receives health insurance as one of her job's fringe benefits. HCSC manages her plan. In 2007, HCSC stopped paying claims submitted on behalf of Ms. Pollitt's son because the Department of Labor told HCSC that Ms. Pollitt's health coverage was for herself only and not her family. The district court dismissed, holding that her claim was preempted by the Federal Employees Health Benefits Act (""FEHB""). On appeal, the United States Court of Appeals for the Seventh Circuit vacated the decision and remanded the case to the district court. The court held that removal was inappropriate. The court reasoned that preemption is a defense, and ""a federal defense does not allow removal."" However, it recognized that where a claim is completely preempted by federal law, removal is appropriate. Here, because federal law does not completely occupy the entire field of health-insurance coverage for federal workers, Ms. Pollitt's claim did not ""arise under"" federal law such that it could be removed under 28 U.S.C. Section 1441. Instead, the court stated the only other source of removal is 28 U.S.C. Section 1442(a)(1), which says that ""any person acting under"" a federal officer may remove a suit that depends on the defendant's following the directions issued by a federal officer. Here, the court reasoned that because a dispute existed about whether HCSC was acting on its own or under the direction of the Department of Labor, the case should be remanded to the district court for further proceedings. That court should receive evidence and make appropriate findings to determine whether it should either retain or remand the case to state court, as the facts require.",0
"Richard Thomas was convicted of attempted murder and committed to a mental institution for a suggested one to twenty years. The parole officials released him after five months. Five months after his release on parole, he murdered Mary Ellen Martinez, a fifteen-year-old girl. Her family, sued the parole official for negligence, but the district court dismissed the case because a California statute states that a parole officer cannot be liable for injury resulting from the decision to revoke parole or release a parolee. The California Supreme Court also dismissed the case and the Martinez family appealed by arguing the statute of immunization of parole officials violates the Due Process Clause of the Fourteenth Amendment.",0
"The Federal Aviation Act of 1958 directs the Secretary of Transportation to ""promote the safety of civil aircraft"" by establishing minimum standards of airworthiness. Pursuant to this directive, the Federal Aviation Administration (FAA), acting as the Secretary's designee, instituted a certification process for the design and manufacture of all private aircraft. Under FAA rules, manufacturers are required to develop the plans and specifications and perform the inspections and tests necessary to establish that an aircraft design comports with the regulations. FAA engineers then conduct ""spot-check"" inspections of the manufacturer's work. This case arose out of two separate accidents in which commercial aircraft, certified by the FAA or its predecessor, caught fire mid-air, resulting in the deaths of most of the people on board one plane and all of the people on board the other. Each accident was found to have been caused by a faulty part a trash receptacle in one case; a gas burning cabin heater in the other which did not comply with FAA regulations. In both cases, plaintiffs sued the U.S. under the Federal Tort Claims Act (FTCA) on the ground that the FAA or its predecessor negligently issued certificates for the respective aircraft. The district court in the first case granted summary judgment on the ground, inter alia, that recovery against the U.S. was barred by 28 U.S.C. Section 2680(a), which provides a discretionary function exception to the FTCA. The Ninth Circuit reversed, holding that the discretionary function exception did not apply, and that the U.S., just as a private party, could be held liable for negligent inspection under the California ""Good Samaritan"" rule. In the other case, the district court entered judgment for plaintiffs under the California ""Good Samaritan"" rule, and the Ninth Circuit affirmed.",1
"In two separate cases, employees sued Barber Foods and IBP in federal district court. The employees alleged the companies violated the Fair Labor Standards Act by not paying them for time spent walking to the worksite after putting on required equipment. The district court and later the First Circuit ruled against the Barber employees. A separate district court ruled IBP must compensate its employees for the disputed time. The Ninth Circuit agreed. The U.S. Supreme Court consolidated the cases.",0
"The Supreme Court of New York, Appellate Division, granted an order to arrest debtor, Morris Gotthilf. Gotthilf appealed the decision, arguing that the statute authorizing arrest to enforce collection of debts violated the New York State and U.S. Constitutions. The Supreme Court of New York dismissed the appeal, because the original order was not final. Gotthilf did not file for leave to appeal certified questions before appealing the the U.S. Supreme Court as is required by New York law for non-final orders.",0
"The Department of Transportation expelled Lane, a student, from the U.S. Merchant Marine Academy because he was diagnosed with diabetes. Lane sued the Department of Transportation alleging that his termination violated section 504 of the 1973 Rehabilitation Act, which barred ""any program or activity under any executive agency"" from discriminating on the basis of disability. The district court reinstated Lane, but refused to award damages because the federal government's sovereign immunity had not been waived by Congress. The appeals court affirmed the district court decision.",0
"Part of Title I of the Elementary and Secondary Education Act of 1965 authorized local institutions to receive funds to assist educationally deprived children from low-income families. Since 1966, New York City had used portions of its Title I funding to pay salaries of employees who teach in parochial schools.",0
"Pom Wonderful, LLC (Pom Wonderful), a California-based beverage company, sold various types of juice, including a pomegranate blueberry juice blend. In 2007, Coca-Cola Company (Coca-Cola) announced its own version of a pomegranate blueberry juice. In 2008, Pom Wonderful sued Coca-Cola in federal district court and argued that Coca-Cola misled consumers into believing that Coca-Cola's product contained pomegranate and blueberry juices when it actually contained 99% apple and grape juices and only 0.5% pomegranate and blueberry juice. Specifically, Pom Wonderful claimed that Coca-Cola violated provisions of the Lanham Act, a federal law prohibiting false advertising, as well as California's false advertising and unfair competition laws. The lawsuit challenged the name, labeling, marketing, and advertising of Coca-Cola's product. The district court held that Pom Wonderful's claims regarding the name and label of the juice were barred by a separate law, the Food, Drug and Cosmetics Act (FDCA). The FDCA allows the Food and Drug Administration (FDA) to regulate the labels on, among other items, juices. Because the FDA has exclusive authority to file claims for violations of the FDCA, the court feared that a decision under the Lanham Act would undercut the FDA's authority to regulate juice labels. After both parties gathered evidence, the court granted summary judgment in favor of Coca-Cola on the name and label issues. Although the court gave Pom Wonderful the opportunity to proceed to trial on the remaining issues, Pom Wonderful conceded that it could not win without the name and label issues. Pom Wonderful appealed. The U.S. Court of Appeals for the Ninth Circuit affirmed the lower court's decision to bar Pom Wonderful's claim with respect to the name and labeling of Coca-Cola's juice. It vacated the lower court's ruling in favor of Coca-Cola, instead allowing Pom Wonderful's case to proceed on the remaining claims.",1
"Former Maryland Court of Appeals employee Daniel Coleman filed a lawsuit under the self-care provision of the Family and Medical Leave Act, alleging that he was fired after requesting sick leave for a documented medical condition. The lower court dismissed Coleman's claim and the U.S. Court of Appeals for the Fourth Circuit affirmed, holding that the claim was properly dismissed because his employer is a state agency.",0
"In 1941, the Georgia legislature enacted the Hospital Authorities Law, allowing the creation of hospital authorities as public bodies to oversee the public health needs of Georgia communities. The City of Albany and Dougherty County created the Hospital Authority of Albany-Dougherty County (""Authority""). Since its establishment, the Authority acquired hospitals throughout the area and leased the facilities to two non-profit corporations: Phoebe Putney Health System (""PPHS"") and Phoebe Putney Memorial Hospital (""PPMH""). In December 2010, PPHS presented to the Authority a plan to buy the only remaining hospital in the area, Palmyra Hospital. The Authority approved the plan in April 2011. Following the approval, the petitioner Federal Trade Commission (""FTC"") initiated an administrative proceeding to determine whether the plan would create a monopoly in the hospital services market in Dougherty County and the surrounding area. To ensure that the plan did not come into fruition prior to the FTC's final determination, the FTC filed suit against the respondents: the Authority, PPMH, PPHS, and Palmyra. The respondents moved to dismiss the complaint on the basis that the state-action doctrine immunized the Authority and its operation of the hospitals from antitrust liability. The District Court granted the motion to dismiss and the FTC appealed to the United States Court of Appeals for the Eleventh Circuit. The appellate court affirmed the lower court decision, holding that the legislature in its enactment of the Hospital Authorities Law must have anticipated the anti-competitive effects that the FTC alleged.",1
"A South African family sought asylum in the United States under the Immigration and Nationality Act (INA), which grants asylum to those who cannot return to another country because of “persecution or a well-founded fear of persecution on account of race, religion, nationality, membership in a particular social group, or political opinion.” Their application for asylum claimed that they feared persecution if they returned to South Africa because of their (1) political opinions and (2) “membership in a particular social group,” which they argued included both their race and their kinship with a particular well-known white South African. The immigration judge denied their application, and the Board of Immigration Appeals (BIA) affirmed. On appeal, the U.S. Court of Appeals for the Ninth Circuit held that association with a particular family may fall within the scope of the “particular social group” language in the INA.",1
"Wanda Johnson was run over by a truck in May 1992 and was rushed to the Humana Hospital-University of Louisville, Kentucky, now Galen of Virginia, Inc. After about six weeks at Galen, during which time Johnson's health remained in a volatile state, Galen's agents arranged for her transfer to the Crestview Health Care Facility in Indiana. Johnson was transferred to Crestview in July, and upon arrival her condition deteriorated significantly. Johnson was taken to the Midwest Medical Center where she remained for many months and incurred substantial medical expenses as a result of her deterioration. Jane Roberts, Johnson's guardian, then filed a federal action under the Emergency Medical Treatment and Active Labor Act (EMTALA), alleging violations of Section 1395dd(b) of the Act. Section 1395dd of the Act places obligations of screening and stabilization upon hospitals and emergency rooms that receive patients suffering from an ""emergency medical condition."" The District Court granted summary judgment for Galen on the ground that Roberts had failed to show that ""either the medical opinion that Johnson was stable or the decision to authorize her transfer was caused by an improper motive."" In affirming, the Court of Appeals held that in order to state a claim in an EMTALA suit alleging a violation of Section 1395dd(b)'s stabilization requirement, a plaintiff must show that the hospital's inappropriate stabilization resulted from an improper motive such as one involving the indigency, race, or sex of the patient.",1
"Richard Trest sought a writ of habeas corpus that would cancel the sentence he was serving in Louisiana for armed robbery. The District Court rejected his claim. Trest appealed to the U.S. Court of Appeals for the Fifth Circuit, but before hearing the facts of the case, the Court of Appeals denied his appeal as a ""procedural default."" The Court of Appeals ruled that Trent had failed to meet the deadline for filing his federal claims in state court. Though Louisiana had not raised the issue, the Fifth Circuit felt compelled to dismiss the case on its own initiative. Trest appealed to the Supreme Court, arguing that the Fifth Circuit had incorrectly believed that it was required to decide the ""procedural default"" issue sua sponte - that is, without prompting from one of the parties.",1
"Following the Supreme Court's decision in Shaw v. Hunt (517 US 899), declaring North Carolina's 12th district to have been unconstitutionally drawn, the state made a new districting plan in 1997. Acting on behalf of other residents, Martin Cromartie again challenged the new make-up of the 12th district as the product of racial gerrymandering. However, even before an evidentiary hearing, a three-judge District Court granted Cromartie summary judgment. Hunt appealed and the Supreme Court granted him certiorari.",1
"James Ludwig's yacht was damaged when it collided with a drawbridge. Ludwig's insurance company, Northern, sued Chatham County to recover its costs. The county claimed that it was immune from civil suits due to its sovereign immunity under common law. The District Court agreed and ruled for the county. The court held that the county had sovereign immunity as a local government exercising power delegated by the state. Under Supreme Court precedent, sovereign immunity does not apply to local governments, but only to states and ""arms of the state."" Although the county did not qualify as an arm of the state under those precedents, the Eleventh Circuit Court of Appeals affirmed the District Court's decision. The Circuit Court held that common law nevertheless guaranteed the county a ""residual immunity.""",1
"The United States Environmental Protection Agency (EPA) and the State of California's Department of Toxic Substances Control (DTSC) cleaned a parcel of contaminated land at considerable expense. They sued the responsible parties for recovery. A federal district court held the responsible parties (Burlington Northern Rail Road, Santa Fe Railway Company, and Shell Oil Company) liable for only a minor portion of the cleanup costs. The EPA and DTSC jointly appealed. The United States Court of Appeals for the Ninth Circuit held that the district court erred in its liability calculations. It reasoned that the recovery statute employed by the EPA and DTSC imposed strict liability on parties merely partly responsible for contamination. It explained that the statute's intention was to prevent taxpayers from bearing the burden of such cleanup costs.",1
"Richard Lee Pollard, an inmate at a federal prison run by the private company GEO Group, slipped on a cart left in a doorway and injured both elbows. As GEO employees were preparing to transport him to an outside orthopedic clinic, he said they made him wear a jumpsuit and a ""black box"" wrist restraint, despite his claim that both would cause him excruciating pain. Pollard sued GEO and its employees for allegedly violating his Eighth Amendment protection against cruel and unusual punishment. The U.S. District Court for the Eastern District of California dismissed Pollard's suit. On appeal, the U.S. Court of Appeals for the Ninth Circuit reversed, concluding that the Supreme Court recognized an implied cause of action for injury caused by ""a federal agent acting under his authority.""",1
"The Department of Transportation, under the National Traffic and Motor Vehicle Safety Act of 1966 (Act), promulgated Federal Motor Vehicle Safety Standard (FMVSS) 208, which required auto manufacturers to equip some of their 1987 vehicles with passive restraints. To comply with FMVSS 208, Honda installed manual seat belts and a warning light, instead of a driver-side airbag, for the 1987 Honda Accord. Alexis Geier suffered severe head and facial injuries in an accident while driving a 1987 Honda Accord that did not have a driver-side airbag. Geier and her parents sought damages under District of Columbia tort law, claiming that American Honda Motor Company was negligent in not equiping the Accord with a driver's side airbag. The District Court ruled in favor of Honda, finding that Geier's claims were expressly pre-empted by the Act because a jury verdict in Geier's favor ""might establish a safety standard that was not identical to Standard 208."" In affirming, the Court of Appeals concluded that, because Geier's state tort claims posed an obstacle to the accomplishment of the objectives of FMVSS 208, those claims conflicted with that standard and that the Act consequently pre-empted the lawsuit.",0
"The Ethics in Government Act of 1978 created a special court and empowered the Attorney General to recommend to that court the appointment of an ""independent counsel"" to investigate, and, if necessary, prosecute government officials for certain violations of federal criminal laws.",1
"John Cunningham, a former police officer, was convicted of continuous sexual abuse of his young son. Under California's Determinate Sentencing Law, the trial judge can choose between three possible sentences for a given crime: a minimum, medium, and maximum sentence. Judges normally hand down the medium sentence unless there are special circumstances. In Cunningham's case, the judge found six aggravating factors, and sentenced him to the maximum 16-year sentence. However, in determining some of the aggravating factors the judge relied on evidence not considered by the jury. Cunningham appealed his sentence, arguing that the judge's discretion was a violation of Cunningham's right to a trial by jury. In Blakely v. Washington , the Supreme Court had ruled that for the right to a jury trial to be effective, any fact which increases a sentence ""beyond the prescribed statutory maximum"" must be proved before the jury. Cunningham argued that the judge can consider only factors determined by the jury when deciding which sentence to impose. A California Court of Appeal disagreed and upheld the sentence, ruling that the judge had merely handed down the maximum sentence prescribed by the statute. The California Supreme Court denied Cunningham's appeal, but the U.S. Supreme Court agreed to hear the case.",1
"Walter Nixon, a Federal District Judge, was convicted of a felony, making false statements to a grand jury. The House of Representatives voted three articles of impeachment; impeachment in the Senate followed. In accordance with Senate Rule XI, a Senate committee heard the evidence and reported its findings. The full Senate convicted Nixon and sought to remove him from office. Nixon challenged Senate Rule XI in federal court on the ground that the rule violated the impeachment clause of the Constitution, which declares that ""the Senate shall have the sole Power to try all Impeachments."" The lower courts deemed the issue nonjusticiable and declined to intervene in the dispute.",0
"In 1984 Dow Chemical Co. negotiated a settlement in a class action lawsuit filed by Vietnam War veterans who had been exposed to Agent Orange and subsequently developed various injuries and illnesses. The settlement created a fund that would pay those who developed illnesses up until 1994. Daniel Stephenson, a Vietnam veteran, developed cancer in 1998 and could therefore not collect money from the fund. He sued, saying that he was not adequately represented in the original settlement, which made no provision for injuries that developed after 1994. Therefore, he claimed, he had the right to file a suit of his own. The district court ruled for Dow Chemical; the 2nd Circuit Court of Appeals unanimously reversed, ruling for Stephenson.",1
"In the Illinois judicial system, the jury chosen to determine a defendant's guilt or innocence also sentenced the defendant. And, the trial court, not the attorneys, performed voir dire , which involves questioning potential jurors during jury selection to determine their ability to be impartial. Before Derrick Morgan's capital murder trial, he requested that the court ask the potential jurors whether they would automatically sentence him to the death penalty upon conviction. The trial court denied Morgan's request, and he was convicted and sentenced to death. When he appealed, the Illinois Supreme Court affirmed the trial court's decision, Morgan's conviction, and his sentence.",1
"In January 1980, Richmond Allen was arrested for allegedly using abusive and insulting language, which is a Class 3 misdemeanor with a maximum penalty of $500. Gladys Pulliam, the state magistrate for Culpeper County, Virginia set bail at $250 and, when Allen was unable to make bail, Pulliam committed him to the Culpeper County Jail for 14 days. Allen was tried, found guilty, fined, and released. The trial judge reopened his case and reversed the judgment. Allen sued Pulliam in district court and sought declaratory and injunctive relief for incarcerating him while waiting for trial on non-jailable offenses. Jesse Nicholson was arrested four times in a two-month period for public intoxication, a Class 4 misdemeanor for which the maximum penalty is a $100 fine. Like Allen, Nicholson was incarcerated for failure to make bail, and he intervened in Allen’s suit as a party plaintiff. This district court held that Pulliam’s practice of incarcerating persons for not making bail on non-jailable offenses violated their rights to due process and equal protection. The district court enjoined the practice and found Allen and Nicholson entitled to costs, including attorneys’ fees. Pulliam appealed the finding regarding costs and argued that, as a judicial officer, she was granted judicial immunity. The U.S. Court of Appeals for the Fourth Circuit rejected the judicial immunity argument and affirmed the district court’s decision.",0
"A group of peanut farmers in Texas threatened to sue Dow Agrosciences in state court for damages caused by one of Dow's herbicides. The farmers alleged Dow violated Texas labeling requirements. Dow asked a federal district court to rule the Federal Insecticide, Fungicide and Rodenticide Act (FIFRA) preempted and therefore prohibited the farmers' state law claims. The district court and the Fifth Circuit Court of Appeals ruled FIFRA expressly prohibited additional state labeling requirements such as Texas'.",1
